in:Index,out:WWR_Skylight,out:WWR_Skylight_Vertical_Shading_Divided,out:H_Skylight,out:W_Skylight,out:SH_Skylight,out:Distance_A_Skylight,out:Distance_B_Skylight,out:WWR_Corridor,out:H_Corridor,out:W_Corridor,out:SH_Corridor,out:Distance_A_Corridor,out:Distance_B_Corridor,out:Degree,out:Overhang_Angle,out:Overhang_Length,out:Overhang_Movement_Distance,out:Vertical_Shading_Number,out:Vertical_Shading_Width,out:Vertical_Shading_Length,out:W_Skylight_Vertical_Shading_Divided,out:Vertiacl_Shading_Top_Left_Movement_Distance,out:Vertiacl_Shading_Top_Right_Movement_Distance,out:Hypervolume,out:Rank,out:EUI,out:sDA,out:sGA,out:UDI,out:SVF,out:PMV
401,65,64,2.3,7.6,0.7,0.3,0,40,1.8,6,0.8,0.2,0,0,-50,1.5,0.4,8,0.02,0.5,1.07,0,0,1,83.882,1,0.737654,50.951821,27.905819,7,-999
402,45,36,2,6.1,0.8,1.4,0.4,20,1,5.4,0.8,0.3,0.5,0,40,0.6,0.1,7,0.2,0.1,0.82,0.1,0.1,1,83.196,1,0.848765,70.413765,39.417974,3,-999
403,45,40,1.7,7.1,1,0.8,0,25,2,3.4,0.9,0.6,2.2,0,-80,0.5,0.8,3,0.4,0.6,3.15,0.05,0.35,1,83.23,1,0.851852,70.485401,33.864823,3,-999
404,55,32,1.9,7.8,0.8,0.1,0,30,1.4,5.8,1,0.4,0,0,-20,0.3,0.1,5,1,0.3,1.15,0.3,0.5,1,81.927,1,0.864198,71.704383,35.071464,5,-999
405,70,63,2.5,7.6,0.5,0.1,0.2,15,0.7,5.8,2,0.2,0.2,0,20,1.5,0.1,9,0.1,0.9,0.85,0.1,0,0.996914,80.898,0.996914,1,80.077469,16.024931,8,-999
406,30,30,1.6,5.1,0.9,0.1,2.7,10,0.8,3.4,2,2.6,0.2,0,80,1,0.5,4,0.7,1,1.68,0,0,0.546296,81.001,0.546296,0.981481,77.615247,21.817962,0,-999
407,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.224907,25.133673,4,-999
408,65,64,2.3,7.6,0.7,0.1,0.2,10,0.8,3.4,2,1.9,0.9,0,-70,0.1,0,2,0.1,0.1,7.5,0,0.05,1,84.259,1,0.802469,65.398827,44.431723,7,-999
409,70,70,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.7,1.1,0,70,0.1,0.1,2,0.02,0.2,7.58,0,0,1,84.431,1,0.787037,63.851111,44.106371,8,-999
410,70,67,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,2.8,0,0,50,0.1,0.1,3,0.2,0.1,3.6,0.15,0.05,1,84.362,1,0.814815,65.490679,44.659348,8,-999
411,30,30,1.2,6.8,1,0,1.1,10,0.6,4.5,2,1.2,0.5,0,-80,1,0,2,0.02,0.8,6.78,0,0,0.876543,82.236,0.876543,0.919753,77.388117,36.527312,0,-999
412,30,30,1.2,6.8,1,0,1.1,10,0.6,4.5,2,1.2,0.5,0,-80,1,0,2,0.02,1,6.78,0,0,0.87963,82.133,0.87963,0.92284,77.507654,35.711639,0,-999
413,30,30,1.2,6.8,0.9,0,1.1,10,0.6,4.5,2,1.2,0.5,0,-80,0.9,0,2,0.02,1,6.78,0,0,0.87037,82.099,0.87037,0.92284,76.619105,35.12459,0,-999
414,65,58,2.3,7.6,0.7,0.1,0.2,25,1.6,4.2,1,0.6,1.4,0,80,1.4,0.2,9,0.1,0.5,0.85,0.05,0,0.996914,81.173,0.996914,0.932099,75.839506,19.503499,7,-999
415,45,42,2.1,5.8,0.8,1.5,0.6,35,1.6,5.9,1,0.1,0.2,0,60,1.6,0.7,5,0.1,0.8,1.35,0.05,0.05,0.996914,81.344,0.996914,0.947531,77.434012,12.753123,3,-999
416,65,44,2.3,7.6,0.7,0.3,0,40,1.9,5.7,0.8,0.5,0,0,10,1,0.3,7,0.4,0.6,0.87,0,0.35,1,83.539,1,0.876543,66.050617,24.356337,7,-999
417,50,47,1.8,7.5,0.8,0.4,0,15,1.2,3.4,0.8,2.3,0.5,0,-20,0.4,0.6,2,0.5,1,7,0.15,0.35,1,83.265,1,0.82716,69.044105,39.826056,4,-999
418,60,41,2.1,7.7,0.9,0.2,0,15,0.7,5.8,2,0,0.4,0,-30,1.8,0.8,4,0.8,0.1,1.77,0.15,0.25,1,82.99,1,0.959877,76.024722,30.875049,6,-999
419,35,32,2.2,4.3,0.8,0.6,3,25,1.1,6.1,0.8,0.1,0,0,-50,1.1,0,5,0.2,0.3,0.97,0,0.1,1,81.962,1,0.851852,71.631327,33.986653,1,-999
420,30,29,1.8,4.5,0.9,0.3,3.1,10,0.8,3.4,2,1.3,1.5,0,40,0.7,0.4,5,0.3,0.7,1.1,0,0,0.583333,80.727,0.583333,1,78.576975,23.300936,0,-999
421,55,43,2.3,6.5,0.7,0.5,0.9,30,1.4,5.8,0.9,0.1,0.3,0,-70,0.1,0,3,0.7,0.2,2.55,0.25,0.45,1,84.156,1,0.799383,62.923179,38.272593,5,-999
422,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.29534,25.133673,4,-999
423,30,29,1.4,5.8,1,0.1,2,10,0.8,3.4,2,1.7,1.1,0,70,1.3,0.9,7,0.1,1,0.95,0,0,0.080247,80.281,0.080247,1,73.966574,7.661752,0,-999
424,30,29,2,4,1,1.6,2.3,10,0.8,3.4,2,1.1,1.7,0,-40,1.7,0,5,0.1,0.9,0.98,0,0,0.45679,80.727,0.45679,1,78.904167,19.42592,0,-999
425,30,29,1.8,4.5,1,1.4,2,10,0.7,3.9,2,0.1,2.2,0,10,1.3,0.6,5,0.3,0.2,1.1,0,0,0.756173,80.933,0.756173,1,79.593796,23.736925,0,-999
426,50,45,2.3,5.9,0.7,1.6,0.4,10,0.8,3.4,2,0.8,2.0,0,-20,0.9,0.4,7,0.1,0.9,0.88,0.05,0.05,0.774691,81.824,0.774691,1,78.788765,20.198716,4,-999
427,70,56,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,1.3,1.5,0,10,1,0.8,3,0.8,1,3,0.35,0.2,1,82.716,1,0.966049,76.516204,24.763644,8,-999
428,70,70,2.5,7.6,0.5,0,0.3,10,0.6,4.5,2,1.4,0.3,0,-80,0.5,0,2,0.02,1,7.58,0,0,1,84.053,1,0.799383,64.99392,39.997262,8,-999
429,50,40,2.6,5.2,0.4,1.5,1.2,10,0.8,3.4,2,2.5,0.3,0,60,1.2,0.5,6,0.2,0.1,0.84,0.1,0.1,0.762346,81.962,0.762346,0.975309,78.084228,24.010766,4,-999
430,35,32,2.2,4.3,0.8,3.5,0.1,15,1.2,3.4,0.9,1.7,1.1,0,80,0.4,0.1,5,0.2,0.6,0.98,0.05,0,0.882716,81.104,0.882716,0.92284,76.258333,28.614272,1,-999
431,40,30,1.7,6.4,0.8,0.5,1,15,1.2,3.4,0.8,0.4,2.4,0,-10,0.6,0.8,3,1,1,2.4,0.7,0.1,0.972222,82.27,0.972222,0.929012,75.905216,33.485765,2,-999
432,70,47,2.5,7.6,0.5,0,0.3,25,1.1,6.1,0.8,0.1,0,0,-40,1.4,0.7,6,0.5,0.2,1.02,0.15,0.35,1,83.779,1,0.817901,65.224105,37.361647,8,-999
433,55,32,1.9,7.8,0.9,0.1,0,35,1.6,5.9,1,0.2,0.1,0,-80,0.2,0.4,4,1.2,0.8,1.5,0.45,0.25,1,83.128,1,0.895062,71.991142,28.69723,5,-999
434,60,44,2.1,7.7,0.8,0.2,0,20,1.5,3.6,0.8,0.3,2.3,0,20,0.9,0.3,8,0.3,0.5,0.8,0.1,0.2,1,82.339,1,0.929012,74.08642,28.79867,6,-999
435,30,29,1.5,5.4,0.9,0.6,1.9,30,1.4,5.8,1,0.1,0.3,0,0,1.9,0.1,6,0.2,0.3,1.06,0,0,1,82.407,1,0.947531,74.979938,26.010962,0,-999
436,55,54,2.1,7.1,0.9,0,0.8,40,1.8,6,0.9,0.1,0.1,0,-60,1.1,0,2,0.1,0.9,7,0,0.05,1,84.465,1,0.697531,47.968302,32.758357,5,-999
437,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.265154,25.133673,4,-999
438,70,57,2.5,7.6,0.5,0,0.3,10,0.8,3.4,2,1.7,1.1,0,-40,1.1,0.1,8,0.2,0.2,0.89,0.1,0.1,1,83.368,1,0.876543,71.043765,39.827405,8,-999
439,65,38,2.4,7.3,0.6,0.4,0.2,10,0.8,3.4,2,0,2.8,0,50,1.3,0,6,0.6,0.8,0.86,0.55,0.05,0.783951,81.859,0.783951,1,79.708056,20.51359,7,-999
440,35,32,2.2,4.3,0.8,2.3,1.3,10,0.8,3.4,2,1.8,1.0,0,-40,1,0,5,0.2,0.1,0.98,0.05,0,0.891975,81.413,0.891975,0.941358,76.932809,39.176848,1,-999
441,50,45,1.8,7.5,1,0,0.4,10,0.8,3.4,2,0.4,2.4,0,-30,0.6,0.2,9,0.1,0.7,0.84,0.1,0,0.944444,80.83,0.944444,1,79.33679,24.417374,4,-999
442,60,54,2.1,7.7,0.9,0.2,0,10,0.7,3.9,2,0.6,1.7,0,-60,0.2,0,9,0.1,0.9,0.86,0.05,0,0.959877,80.796,0.959877,0.938272,77.703179,21.002993,6,-999
443,70,63,2.6,7.3,0.4,0,0.6,40,1.8,6,0.8,0,0.2,0,80,2,0,9,0.1,0.1,0.81,0,0,1,82.099,1,0.858025,69.006605,22.018969,8,-999
444,60,59,2.1,7.7,0.9,0.1,0.1,25,1.7,4,0.8,1.4,0.8,0,80,0.7,0.5,6,0.02,0.5,1.52,0,0,1,83.162,1,0.817901,67.795833,31.547443,6,-999
445,30,30,1.3,6.2,0.9,0,1.7,35,1.9,5,1,1.1,0.1,0,-70,0.9,0.2,4,0.3,0.9,2.05,0,0,1,82.579,1,0.895062,73.395463,24.716282,0,-999
446,65,60,2.3,7.6,0.7,0.2,0.1,15,1.2,3.4,0.8,0.8,2.0,0,-50,1.1,0.2,2,0.5,0.8,7.1,0.4,0.1,1,83.813,1,0.783951,63.153642,40.616255,7,-999
447,55,49,1.9,7.8,1,0,0.1,10,0.8,3.4,2,2.6,0.2,0,-20,1.7,0.5,9,0.1,0.2,0.87,0.05,0.05,1,81.379,1,0.987654,75.811975,32.166359,5,-999
448,40,36,1.9,5.7,0.8,1,1.2,30,1.4,5.8,0.9,0.3,0.1,0,10,0.3,0.1,7,0.1,0.1,0.85,0.05,0.05,1,83.333,1,0.814815,67.825185,37.100137,2,-999
449,60,34,2.3,7,0.7,0.2,0.7,30,1.4,5.8,0.9,0.1,0.3,0,60,0.3,0.1,6,0.6,0.6,0.8,0.3,0,1,82.75,1,0.888889,73.524259,27.906373,6,-999
450,45,36,1.7,7.1,1,0.5,0.3,40,1.8,6,0.8,0.1,0.1,0,40,1.9,0.8,8,0.2,1,0.81,0.05,0,1,81.722,1,0.904321,74.314784,12.227637,3,-999
451,40,31,2.6,4.2,0.4,0.3,3.4,15,1.2,3.4,1,1.6,1.2,0,-10,1.1,0.7,3,0.8,0.4,1.6,0.15,0,0.929012,82.167,0.929012,0.966049,78.216914,29.8773,2,-999
452,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.230401,25.133673,4,-999
453,65,64,2.5,7,0.5,0.5,0.4,10,0.8,3.4,2,1.9,0.9,0,-70,0.6,0,2,0.1,0.1,6.9,0.05,0.05,1,84.122,1,0.814815,66.836636,44.429307,7,-999
454,30,29,2,4,0.9,2,1.9,15,0.7,5.8,2,0.3,0.1,0,-70,0.1,0,2,1.2,0.1,3.98,0,0,0.984568,82.579,0.984568,0.929012,77.147284,36.605628,0,-999
455,35,30,1.7,5.6,0.8,0,2.3,10,0.6,4.5,2,0.7,1,0,-60,0.8,0,2,1.2,0.1,4.8,0.05,0.2,0.891975,82.133,0.891975,0.938272,76.238117,39.583357,1,-999
456,50,32,2,6.8,1,0,1.1,10,0.8,3.4,2,1.1,1.7,0,-80,1.3,0.3,6,0.5,0.1,0.86,0.25,0.25,0.935185,82.476,0.935185,0.92284,78.186296,40.289361,4,-999
457,30,29,2,4,1,0.8,3.1,10,0.6,4.5,2,1.2,0.5,0,-80,1.1,0.3,5,0.2,0.1,0.98,0,0,0.87963,81.447,0.87963,0.941358,77.897006,39.054854,0,-999
458,30,30,1.2,6.8,0.8,0.4,0.7,40,1.8,6,0.8,0,0.2,0,80,0.1,1,2,0.02,0.1,6.78,0,0,1,83.745,1,0.814815,65.62179,32.515599,0,-999
459,55,54,1.9,7.8,0.8,0.1,0,25,1.1,6.1,0.8,0,0.1,0,10,0.7,0,9,0.02,0.6,0.95,0,0,1,81.756,1,0.824074,67.91537,27.866567,5,-999
460,40,31,2.5,4.3,0.5,0.6,3,20,1.4,3.9,1,0.5,1.8,0,40,0.9,0,4,0.6,0.5,1.13,0.15,0,0.984568,82.099,0.984568,0.962963,77.838395,28.46521,2,-999
461,35,34,2.1,4.5,0.8,0.3,3.1,40,1.8,6,0.9,0,0.2,0,-10,1.2,0.4,2,0.1,1,4.4,0.05,0.05,1,83.265,1,0.858025,67.553025,26.275226,1,-999
462,70,48,2.5,7.6,0.5,0.3,0,35,2,4.7,0.8,0.5,1,0,40,0.2,0.6,7,0.4,0.2,0.87,0.3,0.1,1,84.431,1,0.802469,60.509722,35.523519,8,-999
463,45,41,1.6,7.6,0.8,0,0.3,15,1,4,0.9,1.7,0.5,0,70,2,1,3,0.3,0.8,3.5,0.15,0.15,0.231481,80.83,0.231481,0.959877,75.535154,6.305908,3,-999
464,50,34,1.8,7.5,1,0.2,0.2,20,1.2,4.5,0.8,1,0.7,0,-70,1.6,0.7,5,0.6,0.9,1.27,0.1,0.45,1,81.07,1,0.941358,75.69,30.695204,4,-999
465,65,53,2.3,7.6,0.7,0,0.3,10,0.8,3.4,2,1.3,1.5,0,-40,0.4,0.1,8,0.2,0.2,0.89,0.05,0.15,1,83.299,1,0.867284,71.482068,41.101242,7,-999
466,30,29,2,4,0.9,2.8,1.1,35,1.6,5.9,1,0.1,0.2,0,-60,1.2,0.2,5,0.2,0.4,0.98,0,0,1,82.133,1,0.904321,73.238673,26.603952,0,-999
467,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.932099,77.268148,25.133673,4,-999
468,30,29,2,4,0.9,0.8,3.1,10,0.6,4.5,2,0,1.7,0,-80,1.3,0.4,5,0.1,1,0.98,0,0,0.462963,80.693,0.462963,0.990741,78.06929,19.703649,0,-999
469,30,29,2,4,1,2.7,1.2,10,0.8,3.4,2,1.1,1.7,0,-70,0.2,0,5,0.1,0.9,0.98,0,0,0.512346,80.761,0.512346,0.984568,77.88537,20.875589,0,-999
470,65,58,2.3,7.6,0.7,0.3,0,10,0.8,3.4,2,1.3,1.5,0,10,0.5,0,9,0.1,0.2,0.85,0.05,0.05,1,81.619,1,0.867284,70.270895,40.067715,7,-999
471,60,33,2.1,7.7,0.9,0.2,0,15,1.2,3.4,0.9,1.2,1.6,0,10,0.8,0,6,0.7,0.2,0.84,0.05,0.15,0.996914,82.613,0.996914,0.959877,77.656852,36.559735,6,-999
472,70,48,2.5,7.6,0.5,0,0.3,20,1.5,3.6,1,1.3,1.3,0,70,0.6,0.1,7,0.4,0.1,0.87,0.2,0.2,1,83.779,1,0.861111,69.61821,39.765074,8,-999
473,70,59,2.5,7.6,0.5,0,0.3,40,1.8,6,0.8,0.1,0.1,0,-80,0.1,0.1,2,1.2,1,6.4,0,0,1,84.842,1,0.691358,45.921142,34.205856,8,-999
474,30,30,1.7,4.8,0.8,0.5,2.6,40,1.8,6,1,0,0.2,0,-80,0.4,0.7,4,0.8,0.4,1.58,0,0,1,83.196,1,0.876543,69.925741,27.804157,0,-999
475,65,60,2.3,7.6,0.7,0.3,0,10,0.8,3.4,2,2.4,0.4,0,-10,0.2,0.2,3,0.3,0.7,3.5,0,0.15,1,83.505,1,0.833333,69.038858,38.478276,7,-999
476,35,30,1.6,5.9,1,1.6,0.4,35,2,4.7,0.8,0.9,0.6,0,40,1.6,0.3,5,0.6,0.6,1.27,0,0.15,1,81.447,1,0.92284,76.097778,18.309109,1,-999
477,40,39,2.3,4.7,0.7,1,2.2,35,1.6,5.9,0.9,0.2,0.1,0,-40,1.2,0.1,5,0.02,0.3,1.15,0,0,1,82.442,1,0.83642,66.972593,30.468821,2,-999
478,70,43,2.5,7.6,0.5,0.1,0.2,20,0.9,6,1,0,0.2,0,70,0.9,0,6,0.6,0.1,0.92,0,0.4,1,83.471,1,0.876543,73.319938,38.343352,8,-999
479,50,49,2.6,5.2,0.4,1.4,1.3,30,1.7,4.8,1,0.4,1.0,0,-60,0.7,0.6,6,0.02,1,1.02,0,0,1,82.51,1,0.910494,73.375895,21.028335,4,-999
480,55,40,1.9,7.8,1,0,0.1,15,1,4,0.9,1.5,0.7,0,60,1.4,0.8,8,0.3,0.3,0.81,0.05,0.25,0.876543,81.241,0.876543,0.962963,78.631636,14.744894,5,-999
481,60,59,2.4,6.8,0.6,0.6,0.5,25,1.5,4.5,0.8,0.6,1.1,0,10,1.8,0.4,2,0.2,0.8,6.6,0.1,0.05,1,83.436,1,0.864198,65.999599,24.293668,6,-999
482,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.993827,82.27,0.993827,0.932099,77.256821,25.133673,4,-999
483,30,30,1.3,6.2,1,0.9,0.8,10,0.6,4.5,2,1,0.7,0,-80,1,0,3,1,0.1,3.08,0,0,0.895062,82.373,0.895062,0.92284,77.015185,39.279198,0,-999
484,70,60,2.5,7.6,0.5,0.2,0.1,10,0.8,3.4,2,0.2,2.6,0,-80,0.1,0,2,1.1,0.1,6.5,0.1,0.05,1,84.122,1,0.833333,68.350679,44.197668,8,-999
485,60,51,2.1,7.7,0.8,0,0.2,10,0.8,3.4,2,1.8,1.0,0,-80,0.9,0.1,2,1.2,0.1,6.5,0.9,0.3,1,83.539,1,0.851852,70.70287,43.440246,6,-999
486,70,59,2.5,7.6,0.5,0,0.3,35,1.6,5.9,0.8,0.1,0.2,0,-80,0.1,0.1,2,1.2,1,6.4,0,0,1,84.671,1,0.703704,48.999105,35.56138,8,-999
487,70,59,2.5,7.6,0.5,0,0.3,40,1.8,6,0.8,0.1,0.1,0,-80,0.1,0.1,2,1.2,1,6.4,0,0,1,84.842,1,0.688272,45.915988,34.205856,8,-999
488,70,61,2.5,7.6,0.5,0,0.3,40,1.8,6,0.9,0.2,0,0,-80,0.1,0.1,2,1,1,6.6,0,0,1,84.877,1,0.682099,45.505247,34.027857,8,-999
489,35,32,1.9,5,0.8,1.5,1.4,30,1.4,5.8,0.9,0.2,0.2,0,70,1.4,0.7,6,0.2,0.7,0.9,0,0.1,0.959877,81.55,0.959877,0.919753,76.636019,16.302289,1,-999
490,55,49,1.9,7.8,0.8,0,0.1,20,1.3,4.2,0.8,0.6,1.4,0,-20,2,0.3,9,0.1,1,0.87,0.05,0.05,0.996914,81.036,0.996914,0.947531,76.581142,20.414332,5,-999
491,65,40,2.5,7,0.5,0.8,0.1,40,1.8,6,0.9,0,0.2,0,-70,0.5,0.2,4,0.9,0.6,1.43,0.15,0.75,1,83.711,1,0.808642,63.088117,31.02612,7,-999
492,45,34,1.6,7.6,1,0.1,0.2,25,1.1,6.1,1,0.1,0,0,0,1.8,0,7,0.3,0.4,0.97,0.1,0.2,1,82.373,1,0.944444,76.59108,28.602677,3,-999
493,55,34,1.9,7.8,0.9,0,0.1,10,0.8,3.4,2,0.4,2.4,0,30,0.8,0.5,4,1,0.1,1.6,0.15,0.85,0.91358,82.51,0.91358,0.978395,78.779877,32.55095,5,-999
494,30,29,2,4,0.9,0.9,3,35,1.6,5.9,1,0.1,0.2,0,-20,0.1,0,5,0.1,0.2,0.98,0,0,1,82.442,1,0.882716,71.992407,30.419907,0,-999
495,40,35,1.8,6,1,0.3,1.6,15,0.9,4.5,0.8,1,0.7,0,60,0.8,0.5,2,0.8,0.5,5.2,0.45,0.35,0.996914,82.305,0.996914,0.898148,75.470926,32.748385,2,-999
496,70,63,2.5,7.6,0.5,0.3,0,25,1.6,4.2,0.8,0,2,0,-50,1.2,0.8,9,0.1,0.9,0.85,0,0.1,1,81.413,1,0.919753,70.781698,22.522005,8,-999
497,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.929012,77.288426,25.133673,4,-999
498,30,29,2,4,1,2.4,1.5,10,0.8,3.4,2,1.7,1.1,0,-80,0.1,0,5,0.1,1,0.98,0,0,0.503086,80.693,0.503086,0.990741,77.994969,19.581156,0,-999
499,30,29,2,4,1,3.1,0.8,10,0.8,3.4,2,1.9,0.9,0,60,0.5,0,5,0.1,0.9,0.98,0,0,0.478395,80.658,0.478395,1,77.934352,20.735354,0,-999
500,30,29,1.3,6.2,0.9,1.2,0.5,10,0.8,3.4,2,0.1,2.7,0,-30,0.9,0,7,0.1,0.3,1.01,0,0,0.740741,81.653,0.740741,0.947531,77.528827,32.909506,0,-999
501,50,37,1.9,7.1,0.9,0.4,0.4,10,0.8,3.4,2,2.7,0.1,0,-50,1,0.2,7,0.3,1,0.88,0.15,0.15,0.833333,81.447,0.833333,1,79.529877,22.571934,4,-999
502,55,34,2.4,6.2,0.6,0,1.7,10,0.8,3.4,2,2.1,0.7,0,-80,0.6,0,3,1.2,1,1.9,1.2,0,0.876543,82.133,0.876543,0.95679,78.037593,32.699591,5,-999
503,30,29,2,4,0.8,2.1,1.8,40,2,5.4,1,0.3,0.5,0,80,2,1,5,0.02,0.1,0.98,0,0,0.787037,81.413,0.787037,0.962963,76.594352,14.971301,0,-999
504,65,53,2.3,7.6,0.7,0.1,0.2,40,1.8,6,1,0.2,0,0,40,2,0.3,8,0.2,0.2,0.89,0.1,0,1,83.128,1,0.941358,69.135772,15.768059,7,-999
505,40,35,1.4,7.7,1,0,0.2,30,1.4,5.8,0.9,0.2,0.2,0,80,0.9,0,2,1,0.4,6.7,0.55,0.1,1,83.402,1,0.814815,67.980123,36.184546,2,-999
506,55,47,2.6,5.7,0.4,0,2.2,15,0.7,5.8,2,0.3,0.1,0,-80,0.6,0.2,3,0.4,0.6,2.45,0.35,0.05,1,82.922,1,0.904321,74.41142,35.352206,5,-999
507,30,30,1.6,5.1,0.8,1.9,0.9,15,1,4,0.9,1.1,1.1,0,-30,0.6,0.9,6,0.1,0.7,1,0,0,0.898148,81.584,0.898148,0.950617,77.350031,26.476098,0,-999
508,70,54,2.5,7.6,0.5,0.2,0.1,35,1.7,5.6,0.9,0.4,0.2,0,-20,0.2,0.8,7,0.3,0.8,0.97,0.15,0.15,1,83.813,1,0.83642,63.125247,26.460503,8,-999
509,35,31,1.5,6.3,0.9,0.4,1.2,25,1.3,5.2,0.8,0.9,0.1,0,-60,1.3,0.5,5,0.7,0.2,1.38,0.15,0.05,1,82.064,1,0.851852,71.546698,36.271819,1,-999
510,50,36,2.4,5.6,0.6,0.8,1.5,10,0.8,3.4,2,0.5,2.3,0,20,0.4,0.7,6,0.3,0.5,0.82,0.15,0,0.83642,81.859,0.83642,0.981481,78.981728,26.492534,4,-999
511,50,44,2,6.8,0.8,0.1,1,25,2,3.4,0.8,1.6,1.2,0,30,1.4,0.5,4,0.3,1,1.97,0.05,0.25,1,82.27,1,0.953704,75.88466,18.667867,4,-999
512,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,1,82.27,1,0.932099,77.139537,25.133673,4,-999
513,30,30,1.5,5.4,0.8,0.1,2.4,10,0.8,3.4,2,0.1,2.7,0,-20,0.1,0,2,1,0.1,5.38,0,0,0.854938,82.373,0.854938,0.932099,76.013179,40.004255,0,-999
514,30,29,2,4,0.8,1.2,2.7,35,1.7,5.6,1,0.6,0,0,-60,1.6,0.6,5,0.2,0.1,0.98,0,0,1,82.407,1,0.885802,71.469568,30.869384,0,-999
515,30,30,1.2,6.8,0.8,0.3,0.8,10,0.7,3.9,2,1.9,0.4,0,50,0.1,0,2,1.2,0.1,6.78,0,0,0.861111,82.407,0.861111,0.916667,75.621852,39.260703,0,-999
516,35,34,2.2,4.3,0.8,2.2,1.4,40,2,5.4,1,0.3,0.5,0,80,1.8,0.1,5,0.02,0.1,1.06,0,0,1,81.619,1,0.932099,74.944259,18.148037,1,-999
517,30,29,2,4,0.8,1.5,2.4,40,2,5.4,1,0.3,0.5,0,80,2,1,5,0.02,0.1,0.98,0,0,0.787037,81.413,0.787037,0.959877,76.578735,14.962718,0,-999
518,30,29,2,4,0.8,2.3,1.6,40,2,5.4,1,0.3,0.5,0,70,2,1,5,0.02,0.1,0.98,0,0,0.925926,81.55,0.925926,0.95679,76.842747,12.849393,0,-999
519,50,34,2.1,6.4,0.9,0.4,1.1,20,1,5.4,0.9,0.7,0.1,0,70,1.6,0.1,6,0.4,0.6,0.88,0.25,0.15,0.966049,81.996,0.966049,0.941358,78.210401,19.832711,4,-999
520,30,30,1.6,5.1,0.8,1,1.8,15,1.2,3.4,0.8,0.8,2.0,0,-40,0.3,0.8,6,0.2,0.2,1,0,0,0.962963,82.27,0.962963,0.901235,75.046574,38.268932,0,-999
521,50,49,1.8,7.5,1,0.4,0,40,1.9,5.7,1,0,0.5,0,-50,1.3,0,8,0.02,0.4,1.05,0,0,1,83.402,1,0.839506,60.933302,27.304075,4,-999
522,60,41,2.1,7.7,0.8,0.1,0.1,30,1.4,5.8,0.8,0,0.4,0,-70,1.6,0.7,3,1.2,0.9,2.65,0.3,0.2,1,83.436,1,0.830247,66.327346,33.159415,6,-999
523,35,34,2.2,4.3,0.8,0.8,2.8,10,0.8,3.4,2,1.3,1.5,0,60,0.9,0.3,5,0.02,0.4,1.06,0,0,0.679012,80.761,0.679012,0.975309,78.00429,23.95008,1,-999
524,60,54,2.1,7.7,0.9,0,0.2,25,1.1,6.1,1,0.1,0,0,-20,0.2,0.2,9,0.1,0.7,0.86,0.1,0,1,81.55,1,0.854938,69.780648,26.574248,6,-999
525,70,51,2.5,7.6,0.5,0.1,0.2,40,1.8,6,1,0,0.2,0,10,1.2,0.6,4,0.7,1,1.83,0.45,0.25,1,83.505,1,0.907407,64.967994,22.506859,8,-999
526,40,39,1.4,7.7,1,0.2,0,25,1.1,6.1,0.9,0,0.1,0,40,0.7,0.4,2,0.1,0.1,7.6,0.05,0,1,83.436,1,0.802469,67.842438,37.151484,2,-999
527,50,32,1.9,7.1,0.9,0.6,0.2,25,1.3,5.2,0.9,0.2,0.8,0,0,1,0.5,6,0.6,0.6,0.92,0.05,0.05,0.996914,82.27,0.996914,0.932099,77.27713,25.133673,4,-999
528,35,32,2.2,4.3,0.8,1,2.6,10,0.8,3.4,2,1.8,1.0,0,80,0.4,0.7,5,0.1,1,0.98,0.05,0.05,0.435185,80.384,0.435185,0.978395,77.519537,21.076153,1,-999
529,30,30,1.7,4.8,0.9,0.4,2.7,10,0.7,3.9,2,0.8,1.5,0,20,0.4,0.8,5,0.4,0.2,1.18,0,0,0.82716,81.241,0.82716,0.950617,77.70108,34.647144,0,-999
